Bathymetry produced by Shom - 540
S186500200
long(DD),lat(DD),depth(m - down positive - LAT)
-1.29,44.617,-14.46
-1.289,44.617,-14.14
-1.288,44.617,-13.68
-1.287,44.617,-13.31
-1.286,44.617,-12.83
-1.285,44.617,-12.39
-1.284,44.617,-11.86
-1.283,44.617,-11.27
-1.282,44.617,-10.61
-1.281,44.617,-9.51
-1.28,44.617,-8.5
-1.279,44.617,-7.68
-1.278,44.617,-6.42
-1.277,44.617,-5.92
-1.276,44.617,-5.9
-1.275,44.617,-5.64
-1.274,44.617,-4.41
-1.273,44.617,-3.09
-1.272,44.617,-2.52
-1.271,44.617,-2.37
-1.27,44.617,-2.57
-1.269,44.617,-2.11
-1.268,44.617,-1.25
-1.267,44.617,-0.71
-1.266,44.617,-0.52
-1.265,44.617,-0.51
-1.264,44.617,-0.64
-1.263,44.617,-0.97
-1.262,44.617,-1.15
-1.261,44.617,-0.73
-1.26,44.617,-0.18
-1.259,44.617,-0.27
-1.258,44.617,-0.69
-1.257,44.617,-0.79
-1.256,44.617,-1.37
-1.255,44.617,-2.6
-1.254,44.617,-2.99
-1.253,44.617,-3.48
-1.252,44.617,-3.35
-1.251,44.617,-3.29
-1.25,44.617,-2.84
-1.249,44.617,-2.81
-1.248,44.617,-2.85
-1.247,44.617,-2.54
-1.246,44.617,-3.68
-1.245,44.617,-7.04
-1.244,44.617,-9.47
-1.243,44.617,-12.39
-1.242,44.617,-14.72
-1.241,44.617,-15.74
-1.24,44.617,-15.5
-1.239,44.617,-13.45
-1.238,44.617,-12.28
-1.237,44.617,-10.01
-1.236,44.617,-9.08
-1.235,44.617,-5.41
-1.234,44.617,-3.66
-1.233,44.617,-2.45
-1.232,44.617,-1.26
-1.231,44.617,-0.62
-1.23,44.617,-0.47
-1.229,44.617,-0.72
-1.228,44.617,-0.51
-1.227,44.617,-0.51
-1.226,44.617,-0.72
-1.225,44.617,-5.01
-1.224,44.617,-6.26
-1.223,44.617,-5.99
-1.222,44.617,-5.1
-1.221,44.617,-4.79
-1.22,44.617,-4.64
-1.219,44.617,-4.49
-1.218,44.617,-4.63
-1.217,44.617,-4.09
-1.216,44.617,-3.41
-1.215,44.617,-2.84
-1.214,44.617,-1.3
-1.213,44.617,-0.6
-1.212,44.617,-1.5
-1.211,44.617,-4.65
-1.21,44.617,-10.0
-1.209,44.617,-12.84
-1.208,44.617,-12.59
-1.207,44.617,-11.83
-1.206,44.617,-8.03
-1.205,44.617,1.29
-1.3,44.616,-17.71
-1.299,44.616,-17.43
-1.298,44.616,-17.15
-1.297,44.616,-16.88
-1.296,44.616,-16.53
-1.295,44.616,-16.22
-1.294,44.616,-15.89
-1.293,44.616,-15.49
-1.292,44.616,-15.16
-1.291,44.616,-14.81
-1.29,44.616,-14.39
-1.289,44.616,-14.06
-1.288,44.616,-13.59
-1.287,44.616,-13.23
-1.286,44.616,-12.76
-1.285,44.616,-12.36
-1.284,44.616,-11.7
-1.283,44.616,-11.13
-1.282,44.616,-10.34
-1.281,44.616,-9.28
-1.28,44.616,-8.22
-1.279,44.616,-6.77
-1.278,44.616,-6.01
-1.277,44.616,-5.94
-1.276,44.616,-6.21
-1.275,44.616,-6.04
-1.274,44.616,-5.41
-1.273,44.616,-2.57
-1.272,44.616,-1.86
-1.271,44.616,-1.66
-1.27,44.616,-2.13
-1.269,44.616,-2.41
-1.268,44.616,-1.47
-1.267,44.616,-0.99
-1.266,44.616,-0.57
-1.265,44.616,-0.48
-1.264,44.616,-0.58
-1.263,44.616,-1.15
-1.262,44.616,-1.44
-1.261,44.616,-0.66
-1.26,44.616,-0.19
-1.259,44.616,-0.7
-1.258,44.616,-1.62
-1.257,44.616,-1.52
-1.256,44.616,-2.0
-1.255,44.616,-2.34
-1.254,44.616,-2.5
-1.253,44.616,-3.06
-1.252,44.616,-3.01
-1.251,44.616,-2.64
-1.25,44.616,-1.92
-1.249,44.616,-1.84
-1.248,44.616,-1.73
-1.247,44.616,-2.82
-1.246,44.616,-4.23
-1.245,44.616,-6.01
-1.244,44.616,-8.46
-1.243,44.616,-11.98
-1.242,44.616,-14.02
-1.241,44.616,-14.7
-1.24,44.616,-14.62
-1.239,44.616,-13.37
-1.238,44.616,-11.98
-1.237,44.616,-10.24
-1.236,44.616,-8.76
-1.235,44.616,-6.16
-1.234,44.616,-3.43
-1.233,44.616,-2.28
-1.232,44.616,-1.25
-1.231,44.616,-0.71
-1.23,44.616,-0.55
-1.229,44.616,-0.62
-1.228,44.616,-0.42
-1.227,44.616,-0.83
-1.226,44.616,-0.52
-1.225,44.616,-0.69
-1.224,44.616,-4.82
-1.223,44.616,-5.04
-1.222,44.616,-5.82
-1.221,44.616,-5.45
-1.22,44.616,-5.46
-1.219,44.616,-5.22
-1.218,44.616,-5.57
-1.217,44.616,-4.05
-1.216,44.616,-3.18
-1.215,44.616,-3.09
-1.214,44.616,-1.71
-1.213,44.616,-0.6
-1.212,44.616,-2.09
-1.211,44.616,-5.57
-1.21,44.616,-11.86
-1.209,44.616,-13.85
-1.208,44.616,-12.27
-1.207,44.616,-12.26
-1.206,44.616,-7.6
-1.205,44.616,2.51
-1.3,44.615,-17.64
-1.299,44.615,-17.13
-1.298,44.615,-16.99
-1.297,44.615,-16.67
-1.296,44.615,-16.35
-1.295,44.615,-16.08
-1.294,44.615,-15.74
-1.293,44.615,-15.42
-1.292,44.615,-15.11
-1.291,44.615,-14.74
-1.29,44.615,-14.36
-1.289,44.615,-14.11
-1.288,44.615,-13.62
-1.287,44.615,-13.2
-1.286,44.615,-12.77
-1.285,44.615,-12.34
-1.284,44.615,-11.68
-1.283,44.615,-10.89
-1.282,44.615,-9.87
-1.281,44.615,-9.02
-1.28,44.615,-7.92
-1.279,44.615,-6.58
-1.278,44.615,-5.85
-1.277,44.615,-5.9
-1.276,44.615,-6.21
-1.275,44.615,-5.9
-1.274,44.615,-4.82
-1.273,44.615,-2.9
-1.272,44.615,-1.78
-1.271,44.615,-1.4
-1.27,44.615,-1.55
-1.269,44.615,-1.86
-1.268,44.615,-1.81
-1.267,44.615,-1.63
-1.266,44.615,-0.83
-1.265,44.615,-0.61
-1.264,44.615,-0.64
-1.263,44.615,-0.69
-1.262,44.615,-0.87
-1.261,44.615,-0.71
-1.26,44.615,-0.68
-1.259,44.615,-0.94
-1.258,44.615,-1.21
-1.257,44.615,-1.44
-1.256,44.615,-1.58
-1.255,44.615,-1.11
-1.254,44.615,-1.81
-1.253,44.615,-0.77
-1.252,44.615,-1.66
-1.251,44.615,-1.48
-1.25,44.615,-0.59
-1.249,44.615,-1.26
-1.248,44.615,-1.03
-1.247,44.615,-3.93
-1.246,44.615,-5.4
-1.245,44.615,-5.04
-1.244,44.615,-6.96
-1.243,44.615,-11.81
-1.242,44.615,-13.62
-1.241,44.615,-13.96
-1.24,44.615,-14.39
-1.239,44.615,-13.7
-1.238,44.615,-11.99
-1.237,44.615,-10.55
-1.236,44.615,-8.86
-1.235,44.615,-7.01
-1.234,44.615,-2.92
-1.233,44.615,-2.38
-1.232,44.615,-1.27
-1.231,44.615,-0.93
-1.23,44.615,-0.77
-1.229,44.615,-0.84
-1.228,44.615,-0.64
-1.227,44.615,-2.08
-1.226,44.615,-4.11
-1.225,44.615,-4.32
-1.224,44.615,-5.09
-1.223,44.615,-4.84
-1.222,44.615,-5.4
-1.221,44.615,-5.66
-1.22,44.615,-5.68
-1.219,44.615,-5.5
-1.218,44.615,-5.53
-1.217,44.615,-4.48
-1.216,44.615,-3.04
-1.215,44.615,-2.38
-1.214,44.615,-1.51
-1.213,44.615,-1.57
-1.212,44.615,-4.12
-1.211,44.615,-8.35
-1.21,44.615,-12.06
-1.209,44.615,-13.53
-1.208,44.615,-13.02
-1.207,44.615,-11.37
-1.206,44.615,-3.88
-1.205,44.615,5.78
-1.3,44.614,-17.46
-1.299,44.614,-17.32
-1.298,44.614,-16.84
-1.297,44.614,-16.54
-1.296,44.614,-16.27
-1.295,44.614,-16.0
-1.294,44.614,-15.69
-1.293,44.614,-15.35
-1.292,44.614,-15.03
-1.291,44.614,-14.64
-1.29,44.614,-14.3
-1.289,44.614,-13.86
-1.288,44.614,-13.48
-1.287,44.614,-13.08
-1.286,44.614,-12.61
-1.285,44.614,-12.11
-1.284,44.614,-11.49
-1.283,44.614,-10.58
-1.282,44.614,-9.64
-1.281,44.614,-9.3
-1.28,44.614,-7.81
-1.279,44.614,-6.38
-1.278,44.614,-5.62
-1.277,44.614,-5.87
-1.276,44.614,-6.37
-1.275,44.614,-5.84
-1.274,44.614,-4.39
-1.273,44.614,-3.09
-1.272,44.614,-1.7
-1.271,44.614,-1.17
-1.27,44.614,-0.98
-1.269,44.614,-1.32
-1.268,44.614,-2.01
-1.267,44.614,-2.39
-1.266,44.614,-1.06
-1.265,44.614,-0.88
-1.264,44.614,-0.84
-1.263,44.614,-0.28
-1.262,44.614,-0.48
-1.261,44.614,-0.71
-1.26,44.614,-1.0
-1.259,44.614,-0.84
-1.258,44.614,-0.85
-1.257,44.614,-0.85
-1.256,44.614,-0.73
-1.255,44.614,-0.62
-1.254,44.614,-0.78
-1.253,44.614,-0.54
-1.252,44.614,-0.76
-1.251,44.614,-0.7
-1.25,44.614,-0.51
-1.249,44.614,-1.62
-1.248,44.614,-2.76
-1.247,44.614,-4.2
-1.246,44.614,-4.12
-1.245,44.614,-3.91
-1.244,44.614,-5.73
-1.243,44.614,-10.11
-1.242,44.614,-12.84
-1.241,44.614,-13.81
-1.24,44.614,-14.09
-1.239,44.614,-13.27
-1.238,44.614,-11.48
-1.237,44.614,-10.74
-1.236,44.614,-8.88
-1.235,44.614,-6.1
-1.234,44.614,-3.8
-1.233,44.614,-3.12
-1.232,44.614,-1.46
-1.231,44.614,-1.84
-1.23,44.614,-1.5
-1.229,44.614,-1.32
-1.228,44.614,-1.42
-1.227,44.614,-1.53
-1.226,44.614,-1.44
-1.225,44.614,-1.2
-1.224,44.614,-4.0
-1.223,44.614,-3.97
-1.222,44.614,-4.9
-1.221,44.614,-5.78
-1.22,44.614,-5.8
-1.219,44.614,-5.52
-1.218,44.614,-5.57
-1.217,44.614,-4.89
-1.216,44.614,-2.67
-1.215,44.614,-1.85
-1.214,44.614,-1.24
-1.213,44.614,-2.14
-1.212,44.614,-5.9
-1.211,44.614,-11.12
-1.21,44.614,-12.19
-1.209,44.614,-12.74
-1.208,44.614,-13.0
-1.207,44.614,-11.4
-1.206,44.614,-3.14
-1.3,44.613,-17.49
-1.299,44.613,-17.21
-1.298,44.613,-16.87
-1.297,44.613,-16.54
-1.296,44.613,-16.26
-1.295,44.613,-15.82
-1.294,44.613,-15.46
-1.293,44.613,-15.11
-1.292,44.613,-14.87
-1.291,44.613,-14.5
-1.29,44.613,-14.13
-1.289,44.613,-13.65
-1.288,44.613,-13.28
-1.287,44.613,-12.9
-1.286,44.613,-12.48
-1.285,44.613,-11.96
-1.284,44.613,-11.29
-1.283,44.613,-10.32
-1.282,44.613,-9.24
-1.281,44.613,-8.41
-1.28,44.613,-6.99
-1.279,44.613,-5.87
-1.278,44.613,-5.72
-1.277,44.613,-6.31
-1.276,44.613,-6.56
-1.275,44.613,-5.92
-1.274,44.613,-4.66
-1.273,44.613,-3.27
-1.272,44.613,-1.56
-1.271,44.613,-0.9
-1.27,44.613,-0.78
-1.269,44.613,-1.06
-1.268,44.613,-1.63
-1.267,44.613,-2.07
-1.266,44.613,-2.01
-1.265,44.613,-1.62
-1.264,44.613,-1.03
-1.263,44.613,-0.86
-1.262,44.613,-1.05
-1.261,44.613,-0.56
-1.26,44.613,-1.05
-1.259,44.613,-0.79
-1.258,44.613,-0.87
-1.257,44.613,-0.74
-1.256,44.613,-0.43
-1.255,44.613,-0.69
-1.254,44.613,-0.58
-1.253,44.613,-0.97
-1.252,44.613,-0.7
-1.251,44.613,-0.72
-1.25,44.613,-0.65
-1.249,44.613,-2.3
-1.248,44.613,-4.15
-1.247,44.613,-4.3
-1.246,44.613,-2.41
-1.245,44.613,-2.24
-1.244,44.613,-4.0
-1.243,44.613,-8.77
-1.242,44.613,-12.12
-1.241,44.613,-13.54
-1.24,44.613,-13.92
-1.239,44.613,-12.97
-1.238,44.613,-10.47
-1.237,44.613,-10.73
-1.236,44.613,-8.93
-1.235,44.613,-4.98
-1.234,44.613,-4.01
-1.233,44.613,-3.67
-1.232,44.613,-2.48
-1.231,44.613,-1.89
-1.23,44.613,-1.75
-1.229,44.613,-1.57
-1.228,44.613,-1.57
-1.227,44.613,-1.48
-1.226,44.613,-1.34
-1.225,44.613,-1.51
-1.224,44.613,-3.66
-1.223,44.613,-4.27
-1.222,44.613,-5.19
-1.221,44.613,-6.08
-1.22,44.613,-6.26
-1.219,44.613,-6.08
-1.218,44.613,-5.35
-1.217,44.613,-4.49
-1.216,44.613,-2.7
-1.215,44.613,-1.95
-1.214,44.613,-1.42
-1.213,44.613,-3.08
-1.212,44.613,-7.5
-1.211,44.613,-11.87
-1.21,44.613,-11.88
-1.209,44.613,-10.71
-1.208,44.613,-11.29
-1.207,44.613,-3.76
-1.206,44.613,5.77
-1.3,44.612,-17.43
-1.299,44.612,-17.11
-1.298,44.612,-16.78
-1.297,44.612,-16.48
-1.296,44.612,-16.16
-1.295,44.612,-15.86
-1.294,44.612,-15.43
-1.293,44.612,-15.08
-1.292,44.612,-14.79
-1.291,44.612,-14.37
-1.29,44.612,-14.04
-1.289,44.612,-13.63
-1.288,44.612,-13.18
-1.287,44.612,-12.76
-1.286,44.612,-12.31
-1.285,44.612,-11.78
-1.284,44.612,-11.12
-1.283,44.612,-10.27
-1.282,44.612,-9.56
-1.281,44.612,-8.03
-1.28,44.612,-6.42
-1.279,44.612,-5.58
-1.278,44.612,-5.97
-1.277,44.612,-6.82
-1.276,44.612,-6.72
-1.275,44.612,-5.91
-1.274,44.612,-4.86
-1.273,44.612,-3.65
-1.272,44.612,-1.43
-1.271,44.612,-0.88
-1.27,44.612,-0.66
-1.269,44.612,-0.72
-1.268,44.612,-1.0
-1.267,44.612,-1.29
-1.266,44.612,-1.79
-1.265,44.612,-2.07
-1.264,44.612,-1.48
-1.263,44.612,-1.67
-1.262,44.612,-1.83
-1.261,44.612,-1.73
-1.26,44.612,-1.92
-1.259,44.612,-2.03
-1.258,44.612,-2.1
-1.257,44.612,-2.04
-1.256,44.612,-1.84
-1.255,44.612,-1.85
-1.254,44.612,-1.81
-1.253,44.612,-1.88
-1.252,44.612,-1.7
-1.251,44.612,-1.88
-1.25,44.612,-1.96
-1.249,44.612,-2.75
-1.248,44.612,-2.8
-1.247,44.612,-2.04
-1.246,44.612,-0.92
-1.245,44.612,-1.51
-1.244,44.612,-4.83
-1.243,44.612,-7.47
-1.242,44.612,-9.86
-1.241,44.612,-12.86
-1.24,44.612,-13.64
-1.239,44.612,-12.83
-1.238,44.612,-11.47
-1.237,44.612,-7.87
-1.236,44.612,-8.45
-1.235,44.612,-5.97
-1.234,44.612,-3.66
-1.233,44.612,-3.19
-1.232,44.612,-2.83
-1.231,44.612,-1.61
-1.23,44.612,-1.83
-1.229,44.612,-1.55
-1.228,44.612,-1.59
-1.227,44.612,-1.61
-1.226,44.612,-1.72
-1.225,44.612,-1.7
-1.224,44.612,-4.02
-1.223,44.612,-4.6
-1.222,44.612,-5.6
-1.221,44.612,-6.53
-1.22,44.612,-6.64
-1.219,44.612,-6.61
-1.218,44.612,-5.03
-1.217,44.612,-4.37
-1.216,44.612,-2.58
-1.215,44.612,-2.56
-1.214,44.612,-2.03
-1.213,44.612,-4.57
-1.212,44.612,-9.66
-1.211,44.612,-13.63
-1.21,44.612,-12.38
-1.209,44.612,-11.1
-1.208,44.612,-9.59
-1.207,44.612,-7.93
-1.206,44.612,6.27
-1.3,44.611,-17.25
-1.299,44.611,-16.97
-1.298,44.611,-16.6
-1.297,44.611,-16.29
-1.296,44.611,-15.98
-1.295,44.611,-15.66
-1.294,44.611,-15.31
-1.293,44.611,-14.97
-1.292,44.611,-14.7
-1.291,44.611,-14.23
-1.29,44.611,-13.89
-1.289,44.611,-13.38
-1.288,44.611,-12.98
-1.287,44.611,-12.48
-1.286,44.611,-12.11
-1.285,44.611,-11.57
-1.284,44.611,-10.91
-1.283,44.611,-10.07
-1.282,44.611,-9.49
-1.281,44.611,-8.07
-1.28,44.611,-7.03
-1.279,44.611,-7.3
-1.278,44.611,-7.32
-1.277,44.611,-6.43
-1.276,44.611,-5.51
-1.275,44.611,-4.96
-1.274,44.611,-4.38
-1.273,44.611,-3.69
-1.272,44.611,-2.64
-1.271,44.611,-2.14
-1.27,44.611,-0.42
-1.269,44.611,-0.32
-1.268,44.611,-0.47
-1.267,44.611,-0.71
-1.266,44.611,-1.08
-1.265,44.611,-1.38
-1.264,44.611,-2.08
-1.263,44.611,-2.32
-1.262,44.611,-2.38
-1.261,44.611,-2.51
-1.26,44.611,-2.52
-1.259,44.611,-2.92
-1.258,44.611,-2.99
-1.257,44.611,-3.04
-1.256,44.611,-2.89
-1.255,44.611,-2.71
-1.254,44.611,-2.69
-1.253,44.611,-2.49
-1.252,44.611,-2.24
-1.251,44.611,-2.69
-1.25,44.611,-2.54
-1.249,44.611,-2.84
-1.248,44.611,-1.37
-1.247,44.611,-0.58
-1.246,44.611,-0.45
-1.245,44.611,-1.24
-1.244,44.611,-6.19
-1.243,44.611,-6.19
-1.242,44.611,-7.84
-1.241,44.611,-12.84
-1.24,44.611,-13.73
-1.239,44.611,-12.87
-1.238,44.611,-11.09
-1.237,44.611,-8.33
-1.236,44.611,-7.41
-1.235,44.611,-5.79
-1.234,44.611,-4.11
-1.233,44.611,-3.41
-1.232,44.611,-2.85
-1.231,44.611,-2.18
-1.23,44.611,-1.74
-1.229,44.611,-1.33
-1.228,44.611,-1.23
-1.227,44.611,-1.26
-1.226,44.611,-1.27
-1.225,44.611,-1.26
-1.224,44.611,-2.43
-1.223,44.611,-4.6
-1.222,44.611,-5.94
-1.221,44.611,-6.42
-1.22,44.611,-6.34
-1.219,44.611,-6.01
-1.218,44.611,-5.06
-1.217,44.611,-4.18
-1.216,44.611,-2.69
-1.215,44.611,-2.54
-1.214,44.611,-4.96
-1.213,44.611,-11.53
-1.212,44.611,-13.87
-1.211,44.611,-12.14
-1.21,44.611,-11.54
-1.209,44.611,-10.12
-1.208,44.611,-7.58
-1.207,44.611,-0.54
-1.3,44.61,-17.19
-1.299,44.61,-16.9
-1.298,44.61,-16.67
-1.297,44.61,-16.34
-1.296,44.61,-16.01
-1.295,44.61,-15.7
-1.294,44.61,-15.37
-1.293,44.61,-15.02
-1.292,44.61,-14.67
-1.291,44.61,-14.17
-1.29,44.61,-13.78
-1.289,44.61,-13.31
-1.288,44.61,-12.93
-1.287,44.61,-12.35
-1.286,44.61,-11.92
-1.285,44.61,-11.39
-1.284,44.61,-10.72
-1.283,44.61,-9.99
-1.282,44.61,-9.21
-1.281,44.61,-7.94
-1.28,44.61,-7.16
-1.279,44.61,-8.85
-1.278,44.61,-8.61
-1.277,44.61,-5.96
-1.276,44.61,-4.17
-1.275,44.61,-3.96
-1.274,44.61,-3.56
-1.273,44.61,-3.37
-1.272,44.61,-3.15
-1.271,44.61,-2.4
-1.27,44.61,-1.05
-1.269,44.61,-0.52
-1.268,44.61,-0.46
-1.267,44.61,-0.54
-1.266,44.61,-0.71
-1.265,44.61,-0.89
-1.264,44.61,-1.17
-1.263,44.61,-1.35
-1.262,44.61,-1.44
-1.261,44.61,-1.57
-1.26,44.61,-1.56
-1.259,44.61,-1.6
-1.258,44.61,-1.67
-1.257,44.61,-1.8
-1.256,44.61,-1.72
-1.255,44.61,-1.59
-1.254,44.61,-1.58
-1.253,44.61,-1.38
-1.252,44.61,-1.24
-1.251,44.61,-1.25
-1.25,44.61,-1.09
-1.249,44.61,-0.93
-1.248,44.61,-0.53
-1.247,44.61,-2.83
-1.246,44.61,-5.29
-1.245,44.61,-5.04
-1.244,44.61,-3.43
-1.243,44.61,-2.84
-1.242,44.61,-4.15
-1.241,44.61,-10.37
-1.24,44.61,-12.85
-1.239,44.61,-12.56
-1.238,44.61,-10.84
-1.237,44.61,-8.6
-1.236,44.61,-6.97
-1.235,44.61,-5.73
-1.234,44.61,-4.46
-1.233,44.61,-3.84
-1.232,44.61,-2.94
-1.231,44.61,-2.7
-1.23,44.61,-1.66
-1.229,44.61,-1.05
-1.228,44.61,-0.89
-1.227,44.61,-0.97
-1.226,44.61,-0.97
-1.225,44.61,-0.81
-1.224,44.61,-1.12
-1.223,44.61,-5.16
-1.222,44.61,-6.61
-1.221,44.61,-6.47
-1.22,44.61,-6.03
-1.219,44.61,-5.46
-1.218,44.61,-4.92
-1.217,44.61,-4.18
-1.216,44.61,-2.78
-1.215,44.61,-2.48
-1.214,44.61,-5.99
-1.213,44.61,-8.99
-1.212,44.61,-10.35
-1.211,44.61,-11.09
-1.21,44.61,-10.86
-1.209,44.61,-8.42
-1.208,44.61,-2.13
-1.207,44.61,10.78
-1.3,44.609,-17.14
-1.299,44.609,-16.9
-1.298,44.609,-16.63
-1.297,44.609,-16.26
-1.296,44.609,-15.98
-1.295,44.609,-15.62
-1.294,44.609,-15.28
-1.293,44.609,-14.92
-1.292,44.609,-14.53
-1.291,44.609,-14.04
-1.29,44.609,-13.65
-1.289,44.609,-13.11
-1.288,44.609,-12.65
-1.287,44.609,-12.07
-1.286,44.609,-11.63
-1.285,44.609,-11.05
-1.284,44.609,-10.47
-1.283,44.609,-9.72
-1.282,44.609,-9.08
-1.281,44.609,-8.01
-1.28,44.609,-6.76
-1.279,44.609,-7.24
-1.278,44.609,-7.22
-1.277,44.609,-6.56
-1.276,44.609,-4.66
-1.275,44.609,-4.05
-1.274,44.609,-2.33
-1.273,44.609,-1.88
-1.272,44.609,-1.96
-1.271,44.609,-2.12
-1.27,44.609,-1.36
-1.269,44.609,-0.85
-1.268,44.609,-0.75
-1.267,44.609,-0.66
-1.266,44.609,-0.65
-1.265,44.609,-0.62
-1.264,44.609,-0.36
-1.263,44.609,-0.4
-1.262,44.609,-0.48
-1.261,44.609,-0.64
-1.26,44.609,-0.57
-1.259,44.609,-0.3
-1.258,44.609,-0.34
-1.257,44.609,-0.64
-1.256,44.609,-0.6
-1.255,44.609,-0.49
-1.254,44.609,-0.64
-1.253,44.609,-0.34
-1.252,44.609,-0.22
-1.251,44.609,0.16
-1.25,44.609,0.22
-1.249,44.609,0.21
-1.248,44.609,0.35
-1.247,44.609,-3.97
-1.246,44.609,-4.86
-1.245,44.609,-4.6
-1.244,44.609,-4.22
-1.243,44.609,-8.88
-1.242,44.609,-6.7
-1.241,44.609,-10.16
-1.24,44.609,-11.93
-1.239,44.609,-12.11
-1.238,44.609,-10.63
-1.237,44.609,-8.83
-1.236,44.609,-7.75
-1.235,44.609,-6.05
-1.234,44.609,-5.0
-1.233,44.609,-4.22
-1.232,44.609,-3.01
-1.231,44.609,-2.42
-1.23,44.609,-1.67
-1.229,44.609,-1.11
-1.228,44.609,-1.06
-1.227,44.609,-1.05
-1.226,44.609,-1.18
-1.225,44.609,-1.94
-1.224,44.609,-4.45
-1.223,44.609,-6.33
-1.222,44.609,-7.29
-1.221,44.609,-7.4
-1.22,44.609,-6.49
-1.219,44.609,-5.44
-1.218,44.609,-4.32
-1.217,44.609,-3.12
-1.216,44.609,-3.24
-1.215,44.609,-7.21
-1.214,44.609,-12.12
-1.213,44.609,-14.51
-1.212,44.609,-11.0
-1.211,44.609,-11.32
-1.21,44.609,-10.38
-1.209,44.609,-6.7
-1.208,44.609,0.19
-1.3,44.608,-17.18
-1.299,44.608,-16.88
-1.298,44.608,-16.61
-1.297,44.608,-16.28
-1.296,44.608,-15.98
-1.295,44.608,-15.66
-1.294,44.608,-15.31
-1.293,44.608,-14.88
-1.292,44.608,-14.53
-1.291,44.608,-14.0
-1.29,44.608,-13.58
-1.289,44.608,-13.04
-1.288,44.608,-12.44
-1.287,44.608,-11.78
-1.286,44.608,-11.19
-1.285,44.608,-10.6
-1.284,44.608,-10.02
-1.283,44.608,-9.41
-1.282,44.608,-9.92
-1.281,44.608,-8.5
-1.28,44.608,-5.94
-1.279,44.608,-6.03
-1.278,44.608,-7.07
-1.277,44.608,-6.33
-1.276,44.608,-5.36
-1.275,44.608,-4.46
-1.274,44.608,-2.49
-1.273,44.608,-1.64
-1.272,44.608,-1.6
-1.271,44.608,-1.79
-1.27,44.608,-1.66
-1.269,44.608,-1.5
-1.268,44.608,-1.33
-1.267,44.608,-1.1
-1.266,44.608,-1.05
-1.265,44.608,-1.07
-1.264,44.608,-0.99
-1.263,44.608,-0.95
-1.262,44.608,-1.09
-1.261,44.608,-1.19
-1.26,44.608,-1.14
-1.259,44.608,-1.19
-1.258,44.608,-1.46
-1.257,44.608,-1.66
-1.256,44.608,-1.65
-1.255,44.608,-1.61
-1.254,44.608,-1.94
-1.253,44.608,-1.25
-1.252,44.608,-0.91
-1.251,44.608,-0.05
-1.25,44.608,-0.16
-1.249,44.608,-2.1
-1.248,44.608,-4.86
-1.247,44.608,-5.46
-1.246,44.608,-3.06
-1.245,44.608,-2.23
-1.244,44.608,-1.46
-1.243,44.608,-1.08
-1.242,44.608,-2.8
-1.241,44.608,-9.58
-1.24,44.608,-11.16
-1.239,44.608,-12.02
-1.238,44.608,-10.56
-1.237,44.608,-8.99
-1.236,44.608,-8.95
-1.235,44.608,-6.37
-1.234,44.608,-5.54
-1.233,44.608,-4.75
-1.232,44.608,-2.91
-1.231,44.608,-2.17
-1.23,44.608,-1.66
-1.229,44.608,-1.07
-1.228,44.608,-1.19
-1.227,44.608,-0.92
-1.226,44.608,-0.69
-1.225,44.608,-0.58
-1.224,44.608,-0.67
-1.223,44.608,-6.18
-1.222,44.608,-7.47
-1.221,44.608,-8.31
-1.22,44.608,-7.45
-1.219,44.608,-5.51
-1.218,44.608,-4.23
-1.217,44.608,-4.95
-1.216,44.608,-7.0
-1.215,44.608,-10.54
-1.214,44.608,-13.11
-1.213,44.608,-14.14
-1.212,44.608,-12.49
-1.211,44.608,-11.27
-1.21,44.608,-8.22
-1.209,44.608,1.34
-1.208,44.608,13.78
-1.3,44.607,-17.13
-1.299,44.607,-16.83
-1.298,44.607,-16.61
-1.297,44.607,-16.28
-1.296,44.607,-15.97
-1.295,44.607,-15.68
-1.294,44.607,-15.33
-1.293,44.607,-14.89
-1.292,44.607,-14.52
-1.291,44.607,-13.98
-1.29,44.607,-13.5
-1.289,44.607,-13.0
-1.288,44.607,-12.28
-1.287,44.607,-11.44
-1.286,44.607,-10.8
-1.285,44.607,-9.99
-1.284,44.607,-9.49
-1.283,44.607,-8.95
-1.282,44.607,-9.73
-1.281,44.607,-8.58
-1.28,44.607,-6.05
-1.279,44.607,-6.67
-1.278,44.607,-6.68
-1.277,44.607,-5.6
-1.276,44.607,-5.68
-1.275,44.607,-5.22
-1.274,44.607,-2.77
-1.273,44.607,-1.84
-1.272,44.607,-1.62
-1.271,44.607,-1.71
-1.27,44.607,-1.92
-1.269,44.607,-2.07
-1.268,44.607,-1.87
-1.267,44.607,-1.51
-1.266,44.607,-1.49
-1.265,44.607,-1.68
-1.264,44.607,-1.79
-1.263,44.607,-1.66
-1.262,44.607,-1.9
-1.261,44.607,-1.93
-1.26,44.607,-1.76
-1.259,44.607,-1.98
-1.258,44.607,-2.36
-1.257,44.607,-2.42
-1.256,44.607,-2.37
-1.255,44.607,-2.07
-1.254,44.607,-2.08
-1.253,44.607,-1.77
-1.252,44.607,-1.32
-1.251,44.607,-1.59
-1.25,44.607,-2.31
-1.249,44.607,-3.34
-1.248,44.607,-4.01
-1.247,44.607,-3.6
-1.246,44.607,-1.96
-1.245,44.607,-1.03
-1.244,44.607,-0.43
-1.243,44.607,-0.1
-1.242,44.607,-1.84
-1.241,44.607,-9.06
